CHS_EVENT_SMAS_HISTORY_ID,CHS_EVENT_SMAS_SAMPLE_DATE,CHR_PCODE,CHR_RESULT_VALUE,CHR_LAB_QUAL,CHR_VALIDATED_YN,CHR_VALIDATION_DATE,CHR_VALIDATOR_QUAL,CHR_VALIDATOR_QUAL_EXPLN,CHR_METHOD_DETECT_LIMIT,CHR_REPORTING_DETECT_LIMIT,CHR_QUANTITATION_LIMIT,CHR_DETECTION_LIMIT_UNIT,CHR_LAB_VALIDATION_LEVEL,CHR_RESULT_COMMENT,CHS_SAMPLE_SOURCE,CHS_PARENT_SAMPLE_CDE,CHS_SAMPLE_DEL_GRP_EQUIS,CHS_SAMPLER,CHS_SAMPLING_COMPANY_CODE,CHS_COMMENT,CHEM_PARAMETER_NAME,CHEM_PARAMETER_UNIT,CHEM_PARAMETER_UNIT_NOSP,CHEM_PARAMETER_FRACTION,CHEM_PARAMETER_SOURCE,CHEM_PARAMETER_NOTES,high_flow_flag,year
07-SKAT_T2-0.1,6/29/2018,153,,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018180010,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-BSWP-0.1,6/29/2018,153,,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018180011,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,6/29/2018,153,,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018180013,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,6/29/2018,153,,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018180014,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,10/29/2018,153,4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018303001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2018
07-BSWP-0.1,10/29/2018,153,2.4,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018303002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2018
07-GROU-1.5,10/29/2018,153,2.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018303003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2018
07-SKAT_T89-0.2,10/29/2018,153,4.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018303004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2018
07-SKAT_T2-0.1,11/15/2018,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,2018319001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,11/15/2018,153,1,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018319002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,11/15/2018,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,2018319003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,12/11/2018,153,1,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018346001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-BSWP-0.1,12/11/2018,153,2.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018346002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-GROU-1.5,12/11/2018,153,1.7,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,2018346003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T89-0.2,12/11/2018,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,2018346004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2018
07-SKAT_T2-0.1,3/26/2019,153,1.7,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190508011-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,4/15/2019,153,21.6,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190508012-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,5/10/2019,153,640,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-SKAT_T14-0.2,5/10/2019,153,749.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-SKAT_T21-0.1,5/10/2019,153,528.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-GROU-1.5,5/10/2019,153,168.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-SKAT_T89-0.2,5/10/2019,153,219,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-005,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-SKAT_T93a-0.5,5/10/2019,153,106.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-006,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-RAND-0.1,5/10/2019,153,45.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-007,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-SKAT_T2-0.1,5/10/2019,153,7.2,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-008,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-SKAT_T5-0.1,5/10/2019,153,312.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-009,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-BSWP-6.3,5/10/2019,153,3.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509001-010,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,yes,2019
07-BSWP-0.1,5/13/2019,153,4.9,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509013-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,5/13/2019,153,93.3,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509013-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,5/13/2019,153,5.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509013-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,5/13/2019,153,4.3,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190509013-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,5/28/2019,153,3.6,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190529001-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,5/28/2019,153,3.6,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190529001-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,5/28/2019,153,6,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190529001-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,5/28/2019,153,2.8,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190529001-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,6/11/2019,153,2.7,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190524002-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,6/11/2019,153,3.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190524002-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,6/11/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190524002-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,6/11/2019,153,2.7,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190524002-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,6/26/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190621001-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,6/26/2019,153,3.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190621001-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,6/26/2019,153,6.6,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190621001-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,6/26/2019,153,2,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190621001-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,7/10/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190705002-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,7/10/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190705002-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,7/10/2019,153,1,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190705002-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,7/10/2019,153,1.7,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190705002-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,7/23/2019,153,6.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,7/23/2019,153,2.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,7/23/2019,153,1.7,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,7/23/2019,153,4.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-RAND-0.1,7/23/2019,153,1.4,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-007,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-6.3,7/23/2019,153,8.7,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-008,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T21-0.1,7/23/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190723006-009,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T93a-0.5,7/23/2019,153,18.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-010,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T14-0.2,7/23/2019,153,9.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-011,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T5-0.1,7/23/2019,153,4.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190723006-012,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,8/6/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190806010-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,8/6/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190806010-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,8/6/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190806010-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,8/6/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190806010-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,8/21/2019,153,14.9,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,8/21/2019,153,4.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,8/21/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190821007-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,8/21/2019,153,7.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-RAND-0.1,8/21/2019,153,1,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-007,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-6.3,8/21/2019,153,3.7,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-008,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T21-0.1,8/21/2019,153,6.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-009,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T93a-0.5,8/21/2019,153,2.9,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-010,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T14-0.2,8/21/2019,153,52.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-011,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T5-0.1,8/21/2019,153,7.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190821007-012,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,9/5/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190905006-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,9/5/2019,153,1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190905006-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,9/5/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190905006-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,9/5/2019,153,2,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190905006-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,9/18/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190918013-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,9/18/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190918013-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,9/18/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190918013-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,9/18/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190918013-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-6.3,9/18/2019,153,4.5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190918013-007,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T21-0.1,9/18/2019,153,4.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190918013-008,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T93a-0.5,9/18/2019,153,1.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,190918013-009,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T14-0.2,9/18/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190918013-010,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T5-0.1,9/18/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,190918013-011,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,10/3/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191004001-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,10/3/2019,153,1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,10/3/2019,153,5.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,10/3/2019,153,1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-RAND-0.1,10/3/2019,153,3,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-007,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-6.3,10/3/2019,153,5.9,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-008,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T21-0.1,10/3/2019,153,8.3,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-009,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T93a-0.5,10/3/2019,153,5,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-010,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T14-0.2,10/3/2019,153,1.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-011,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T5-0.1,10/3/2019,153,4.4,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191004001-012,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,10/17/2019,153,6.9,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,10/17/2019,153,16.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,10/17/2019,153,26.2,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,10/17/2019,153,19.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-RAND-0.1,10/17/2019,153,20,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-007,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-6.3,10/17/2019,153,3.2,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-008,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T21-0.1,10/17/2019,153,21.2,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-009,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T93a-0.5,10/17/2019,153,158.8,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-010,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T14-0.2,10/17/2019,153,278.9,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-011,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T5-0.1,10/17/2019,153,26.6,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191018001-012,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,10/30/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191030001-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,10/30/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191030001-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,10/30/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191030001-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,10/30/2019,153,1.1,0,Y,10/15/2021,A,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191030001-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T2-0.1,11/14/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191114001-001,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-0.1,11/14/2019,153,2,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191114001-002,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-GROU-1.5,11/14/2019,153,2,J,Y,10/15/2021,E,,1,NA,2.5,mg/L,,,,,,UFI,UFI,191114001-003,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T89-0.2,11/14/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191114001-004,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-RAND-0.1,11/14/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191114001-007,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-BSWP-6.3,11/14/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191114001-008,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
07-SKAT_T21-0.1,11/14/2019,153,NA,U,Y,10/15/2021,U,,1,1,2.5,mg/L,,,,,,UFI,UFI,191114001-009,TOTAL SUSPENDED SOLIDS,mg/L,mg/L,TOTAL,LAB,,,2019
